,date,home_team,score,away_team,season
3195,13-09-2021,Everton,3 - 1,Burnley,21/22
3196,18-09-2021,Burnley,0 - 1,Arsenal,21/22
3197,25-09-2021,Leicester,2 - 2,Burnley,21/22
3198,02-10-2021,Burnley,0 - 0,Norwich,21/22
3199,16-10-2021,Man City,2 - 0,Burnley,21/22
3200,23-10-2021,Southampton,2 - 2,Burnley,21/22
3201,30-10-2021,Burnley,3 - 1,Brentford,21/22
3202,06-11-2021,Chelsea,1 - 1,Burnley,21/22
3203,20-11-2021,Burnley,3 - 3,Crystal Palace,21/22
3204,01-12-2021,Wolves,0 - 0,Burnley,21/22
3205,04-12-2021,Newcastle,1 - 0,Burnley,21/22
3206,12-12-2021,Burnley,0 - 0,West Ham,21/22
3207,30-12-2021,Man United,3 - 1,Burnley,21/22
3208,02-01-2022,Leeds,3 - 1,Burnley,21/22
3209,23-01-2022,Arsenal,0 - 0,Burnley,21/22
3210,05-02-2022,Burnley,0 - 0,Watford,21/22
3211,08-02-2022,Burnley,1 - 1,Man United,21/22
3212,13-02-2022,Burnley,0 - 1,Liverpool,21/22
3213,19-02-2022,Brighton,0 - 3,Burnley,21/22
3214,23-02-2022,Burnley,1 - 0,Tottenham,21/22
3215,26-02-2022,Crystal Palace,1 - 1,Burnley,21/22
3216,01-03-2022,Burnley,0 - 2,Leicester,21/22
3217,05-03-2022,Burnley,0 - 4,Chelsea,21/22
3218,12-03-2022,Brentford,2 - 0,Burnley,21/22
3219,02-04-2022,Burnley,0 - 2,Man City,21/22
3220,06-04-2022,Burnley,3 - 2,Everton,21/22
3221,10-04-2022,Norwich,2 - 0,Burnley,21/22
3222,17-04-2022,West Ham,1 - 1,Burnley,21/22
3223,21-04-2022,Burnley,2 - 0,Southampton,21/22
3224,24-04-2022,Burnley,1 - 0,Wolves,21/22
3225,30-04-2022,Watford,1 - 2,Burnley,21/22
3226,07-05-2022,Burnley,1 - 3,Aston Villa,21/22
3227,15-05-2022,Tottenham,1 - 0,Burnley,21/22
3228,19-05-2022,Aston Villa,1 - 1,Burnley,21/22
3229,22-05-2022,Burnley,1 - 2,Newcastle,21/22
3230,14-08-2021,Chelsea,3 - 0,Crystal Palace,21/22
3231,22-08-2021,Arsenal,0 - 2,Chelsea,21/22
3232,28-08-2021,Liverpool,1 - 1,Chelsea,21/22
3233,11-09-2021,Chelsea,3 - 0,Aston Villa,21/22
3234,19-09-2021,Tottenham,0 - 3,Chelsea,21/22
3235,25-09-2021,Chelsea,0 - 1,Man City,21/22
3236,02-10-2021,Chelsea,3 - 1,Southampton,21/22
3237,16-10-2021,Brentford,0 - 1,Chelsea,21/22
3238,23-10-2021,Chelsea,7 - 0,Norwich,21/22
3239,30-10-2021,Newcastle,0 - 3,Chelsea,21/22
3240,06-11-2021,Chelsea,1 - 1,Burnley,21/22
3241,20-11-2021,Leicester,0 - 3,Chelsea,21/22
3242,28-11-2021,Chelsea,1 - 1,Man United,21/22
3243,01-12-2021,Watford,1 - 2,Chelsea,21/22
3244,04-12-2021,West Ham,3 - 2,Chelsea,21/22
3245,11-12-2021,Chelsea,3 - 2,Leeds,21/22
3246,16-12-2021,Chelsea,1 - 1,Everton,21/22
3247,19-12-2021,Wolves,0 - 0,Chelsea,21/22
3248,26-12-2021,Aston Villa,1 - 3,Chelsea,21/22
3249,29-12-2021,Chelsea,1 - 1,Brighton,21/22
3250,02-01-2022,Chelsea,2 - 2,Liverpool,21/22
3251,15-01-2022,Man City,1 - 0,Chelsea,21/22
3252,18-01-2022,Brighton,1 - 1,Chelsea,21/22
3253,23-01-2022,Chelsea,2 - 0,Tottenham,21/22
3254,19-02-2022,Crystal Palace,0 - 1,Chelsea,21/22
3255,05-03-2022,Burnley,0 - 4,Chelsea,21/22
3256,10-03-2022,Norwich,1 - 3,Chelsea,21/22
3257,13-03-2022,Chelsea,1 - 0,Newcastle,21/22
3258,02-04-2022,Chelsea,1 - 4,Brentford,21/22
3259,09-04-2022,Southampton,0 - 6,Chelsea,21/22
3260,20-04-2022,Chelsea,2 - 4,Arsenal,21/22
3261,24-04-2022,Chelsea,1 - 0,West Ham,21/22
3262,28-04-2022,Man United,1 - 1,Chelsea,21/22
3263,01-05-2022,Everton,1 - 0,Chelsea,21/22
3264,07-05-2022,Chelsea,2 - 2,Wolves,21/22
3265,11-05-2022,Leeds,0 - 3,Chelsea,21/22
3266,19-05-2022,Chelsea,1 - 1,Leicester,21/22
3267,22-05-2022,Chelsea,2 - 1,Watford,21/22
3268,14-08-2021,Chelsea,3 - 0,Crystal Palace,21/22
3269,21-08-2021,Crystal Palace,0 - 0,Brentford,21/22
3270,28-08-2021,West Ham,2 - 2,Crystal Palace,21/22
3271,11-09-2021,Crystal Palace,3 - 0,Tottenham,21/22
3272,18-09-2021,Liverpool,3 - 0,Crystal Palace,21/22
3273,27-09-2021,Crystal Palace,1 - 1,Brighton,21/22
3274,03-10-2021,Crystal Palace,2 - 2,Leicester,21/22
3275,18-10-2021,Arsenal,2 - 2,Crystal Palace,21/22
3276,23-10-2021,Crystal Palace,1 - 1,Newcastle,21/22
3277,30-10-2021,Man City,0 - 2,Crystal Palace,21/22
3278,06-11-2021,Crystal Palace,2 - 0,Wolves,21/22
3279,20-11-2021,Burnley,3 - 3,Crystal Palace,21/22
3280,27-11-2021,Crystal Palace,1 - 2,Aston Villa,21/22
3281,30-11-2021,Leeds,1 - 0,Crystal Palace,21/22
3282,05-12-2021,Man United,1 - 0,Crystal Palace,21/22
3283,12-12-2021,Crystal Palace,3 - 1,Everton,21/22
3284,15-12-2021,Crystal Palace,2 - 2,Southampton,21/22
3285,26-12-2021,Tottenham,3 - 0,Crystal Palace,21/22
3286,28-12-2021,Crystal Palace,3 - 0,Norwich,21/22
3287,01-01-2022,Crystal Palace,2 - 3,West Ham,21/22
3288,14-01-2022,Brighton,1 - 1,Crystal Palace,21/22
3289,23-01-2022,Crystal Palace,1 - 3,Liverpool,21/22
3290,09-02-2022,Norwich,1 - 1,Crystal Palace,21/22
3291,12-02-2022,Brentford,0 - 0,Crystal Palace,21/22
3292,19-02-2022,Crystal Palace,0 - 1,Chelsea,21/22
3293,23-02-2022,Watford,1 - 4,Crystal Palace,21/22
3294,26-02-2022,Crystal Palace,1 - 1,Burnley,21/22
3295,05-03-2022,Wolves,0 - 2,Crystal Palace,21/22
3296,14-03-2022,Crystal Palace,0 - 0,Man City,21/22
3297,04-04-2022,Crystal Palace,3 - 0,Arsenal,21/22
3298,10-04-2022,Leicester,2 - 1,Crystal Palace,21/22
3299,20-04-2022,Newcastle,1 - 0,Crystal Palace,21/22
3300,25-04-2022,Crystal Palace,0 - 0,Leeds,21/22
3301,30-04-2022,Southampton,1 - 2,Crystal Palace,21/22
3302,07-05-2022,Crystal Palace,1 - 0,Watford,21/22
3303,15-05-2022,Aston Villa,1 - 1,Crystal Palace,21/22
3304,19-05-2022,Everton,3 - 2,Crystal Palace,21/22
3305,22-05-2022,Crystal Palace,1 - 0,Man United,21/22
3306,14-08-2021,Everton,3 - 1,Southampton,21/22
3307,21-08-2021,Leeds,2 - 2,Everton,21/22
3308,28-08-2021,Brighton,0 - 2,Everton,21/22
3309,13-09-2021,Everton,3 - 1,Burnley,21/22
3310,18-09-2021,Aston Villa,3 - 0,Everton,21/22
3311,25-09-2021,Everton,2 - 0,Norwich,21/22
3312,02-10-2021,Man United,1 - 1,Everton,21/22
3313,17-10-2021,Everton,0 - 1,West Ham,21/22
3314,23-10-2021,Everton,2 - 5,Watford,21/22
3315,01-11-2021,Wolves,2 - 1,Everton,21/22
3316,07-11-2021,Everton,0 - 0,Tottenham,21/22
3317,21-11-2021,Man City,3 - 0,Everton,21/22
3318,28-11-2021,Brentford,1 - 0,Everton,21/22
3319,01-12-2021,Everton,1 - 4,Liverpool,21/22
3320,06-12-2021,Everton,2 - 1,Arsenal,21/22
3321,12-12-2021,Crystal Palace,3 - 1,Everton,21/22
3322,16-12-2021,Chelsea,1 - 1,Everton,21/22
3323,02-01-2022,Everton,2 - 3,Brighton,21/22
3324,15-01-2022,Norwich,2 - 1,Everton,21/22
3325,22-01-2022,Everton,0 - 1,Aston Villa,21/22
3326,08-02-2022,Newcastle,3 - 1,Everton,21/22
3327,12-02-2022,Everton,3 - 0,Leeds,21/22
3328,19-02-2022,Southampton,2 - 0,Everton,21/22
3329,26-02-2022,Everton,0 - 1,Man City,21/22
3330,07-03-2022,Tottenham,5 - 0,Everton,21/22
3331,13-03-2022,Everton,0 - 1,Wolves,21/22
3332,17-03-2022,Everton,1 - 0,Newcastle,21/22
3333,03-04-2022,West Ham,2 - 1,Everton,21/22
3334,06-04-2022,Burnley,3 - 2,Everton,21/22
3335,09-04-2022,Everton,1 - 0,Man United,21/22
3336,20-04-2022,Everton,1 - 1,Leicester,21/22
3337,24-04-2022,Liverpool,2 - 0,Everton,21/22
3338,01-05-2022,Everton,1 - 0,Chelsea,21/22
3339,08-05-2022,Leicester,1 - 2,Everton,21/22
3340,11-05-2022,Watford,0 - 0,Everton,21/22
3341,15-05-2022,Everton,2 - 3,Brentford,21/22
3342,19-05-2022,Everton,3 - 2,Crystal Palace,21/22
3343,22-05-2022,Arsenal,5 - 1,Everton,21/22
3344,14-08-2021,Man United,5 - 1,Leeds,21/22
3345,21-08-2021,Leeds,2 - 2,Everton,21/22
3346,29-08-2021,Burnley,1 - 1,Leeds,21/22
3347,12-09-2021,Leeds,0 - 3,Liverpool,21/22
3348,17-09-2021,Newcastle,1 - 1,Leeds,21/22
3349,25-09-2021,Leeds,1 - 2,West Ham,21/22
3350,02-10-2021,Leeds,1 - 0,Watford,21/22
3351,16-10-2021,Southampton,1 - 0,Leeds,21/22
3352,23-10-2021,Leeds,1 - 1,Wolves,21/22
3353,31-10-2021,Norwich,1 - 2,Leeds,21/22
3354,07-11-2021,Leeds,1 - 1,Leicester,21/22
3355,21-11-2021,Tottenham,2 - 1,Leeds,21/22
3356,27-11-2021,Brighton,0 - 0,Leeds,21/22
3357,30-11-2021,Leeds,1 - 0,Crystal Palace,21/22
3358,05-12-2021,Leeds,2 - 2,Brentford,21/22
3359,11-12-2021,Chelsea,3 - 2,Leeds,21/22
3360,14-12-2021,Man City,7 - 0,Leeds,21/22
3361,18-12-2021,Leeds,1 - 4,Arsenal,21/22
3362,02-01-2022,Leeds,3 - 1,Burnley,21/22
3363,16-01-2022,West Ham,2 - 3,Leeds,21/22
3364,22-01-2022,Leeds,0 - 1,Newcastle,21/22
3365,09-02-2022,Aston Villa,3 - 3,Leeds,21/22
3366,12-02-2022,Everton,3 - 0,Leeds,21/22
3367,20-02-2022,Leeds,2 - 4,Man United,21/22
3368,23-02-2022,Liverpool,6 - 0,Leeds,21/22
3369,26-02-2022,Leeds,0 - 4,Tottenham,21/22
3370,05-03-2022,Leicester,1 - 0,Leeds,21/22
3371,10-03-2022,Leeds,0 - 3,Aston Villa,21/22
3372,13-03-2022,Leeds,2 - 1,Norwich,21/22
3373,18-03-2022,Wolves,2 - 3,Leeds,21/22
3374,02-04-2022,Leeds,1 - 1,Southampton,21/22
3375,09-04-2022,Watford,0 - 3,Leeds,21/22
3376,25-04-2022,Crystal Palace,0 - 0,Leeds,21/22
3377,30-04-2022,Leeds,0 - 4,Man City,21/22
3378,08-05-2022,Arsenal,2 - 1,Leeds,21/22
3379,11-05-2022,Leeds,0 - 3,Chelsea,21/22
3380,15-05-2022,Leeds,1 - 1,Brighton,21/22
3381,22-05-2022,Brentford,1 - 2,Leeds,21/22
3382,14-08-2021,Leicester,1 - 0,Wolves,21/22
3383,23-08-2021,West Ham,4 - 1,Leicester,21/22
3384,28-08-2021,Norwich,1 - 2,Leicester,21/22
3385,11-09-2021,Leicester,0 - 1,Man City,21/22
3386,19-09-2021,Brighton,2 - 1,Leicester,21/22
3387,25-09-2021,Leicester,2 - 2,Burnley,21/22
3388,03-10-2021,Crystal Palace,2 - 2,Leicester,21/22
3389,16-10-2021,Leicester,4 - 2,Man United,21/22
3390,24-10-2021,Brentford,1 - 2,Leicester,21/22
3391,30-10-2021,Leicester,0 - 2,Arsenal,21/22
3392,07-11-2021,Leeds,1 - 1,Leicester,21/22
3393,20-11-2021,Leicester,0 - 3,Chelsea,21/22
3394,28-11-2021,Leicester,4 - 2,Watford,21/22
3395,01-12-2021,Southampton,2 - 2,Leicester,21/22
3396,05-12-2021,Aston Villa,2 - 1,Leicester,21/22
3397,12-12-2021,Leicester,4 - 0,Newcastle,21/22
3398,26-12-2021,Man City,6 - 3,Leicester,21/22
3399,28-12-2021,Leicester,1 - 0,Liverpool,21/22
3400,19-01-2022,Leicester,2 - 3,Tottenham,21/22
3401,23-01-2022,Leicester,1 - 1,Brighton,21/22
3402,10-02-2022,Liverpool,2 - 0,Leicester,21/22
3403,13-02-2022,Leicester,2 - 2,West Ham,21/22
3404,20-02-2022,Wolves,2 - 1,Leicester,21/22
3405,01-03-2022,Burnley,0 - 2,Leicester,21/22
3406,05-03-2022,Leicester,1 - 0,Leeds,21/22
3407,13-03-2022,Arsenal,2 - 0,Leicester,21/22
3408,20-03-2022,Leicester,2 - 1,Brentford,21/22
3409,02-04-2022,Man United,1 - 1,Leicester,21/22
3410,10-04-2022,Leicester,2 - 1,Crystal Palace,21/22
3411,17-04-2022,Newcastle,2 - 1,Leicester,21/22
3412,20-04-2022,Everton,1 - 1,Leicester,21/22
3413,23-04-2022,Leicester,0 - 0,Aston Villa,21/22
3414,01-05-2022,Tottenham,3 - 1,Leicester,21/22
3415,08-05-2022,Leicester,1 - 2,Everton,21/22
3416,11-05-2022,Leicester,3 - 0,Norwich,21/22
3417,15-05-2022,Watford,1 - 5,Leicester,21/22
3418,19-05-2022,Chelsea,1 - 1,Leicester,21/22
3419,22-05-2022,Leicester,4 - 1,Southampton,21/22
3420,14-08-2021,Norwich,0 - 3,Liverpool,21/22
3421,21-08-2021,Liverpool,2 - 0,Burnley,21/22
3422,28-08-2021,Liverpool,1 - 1,Chelsea,21/22
3423,12-09-2021,Leeds,0 - 3,Liverpool,21/22
3424,18-09-2021,Liverpool,3 - 0,Crystal Palace,21/22
3425,25-09-2021,Brentford,3 - 3,Liverpool,21/22
3426,03-10-2021,Liverpool,2 - 2,Man City,21/22
3427,16-10-2021,Watford,0 - 5,Liverpool,21/22
3428,24-10-2021,Man United,0 - 5,Liverpool,21/22
3429,30-10-2021,Liverpool,2 - 2,Brighton,21/22
3430,07-11-2021,West Ham,3 - 2,Liverpool,21/22
3431,20-11-2021,Liverpool,4 - 0,Arsenal,21/22
3432,27-11-2021,Liverpool,4 - 0,Southampton,21/22
3433,01-12-2021,Everton,1 - 4,Liverpool,21/22
3434,04-12-2021,Wolves,0 - 1,Liverpool,21/22
3435,11-12-2021,Liverpool,1 - 0,Aston Villa,21/22
3436,16-12-2021,Liverpool,3 - 1,Newcastle,21/22
3437,19-12-2021,Tottenham,2 - 2,Liverpool,21/22
3438,28-12-2021,Leicester,1 - 0,Liverpool,21/22
3439,02-01-2022,Chelsea,2 - 2,Liverpool,21/22
3440,16-01-2022,Liverpool,3 - 0,Brentford,21/22
3441,23-01-2022,Crystal Palace,1 - 3,Liverpool,21/22
3442,10-02-2022,Liverpool,2 - 0,Leicester,21/22
3443,13-02-2022,Burnley,0 - 1,Liverpool,21/22
3444,19-02-2022,Liverpool,3 - 1,Norwich,21/22
3445,23-02-2022,Liverpool,6 - 0,Leeds,21/22
3446,05-03-2022,Liverpool,1 - 0,West Ham,21/22
3447,12-03-2022,Brighton,0 - 2,Liverpool,21/22
3448,16-03-2022,Arsenal,0 - 2,Liverpool,21/22
3449,02-04-2022,Liverpool,2 - 0,Watford,21/22
3450,10-04-2022,Man City,2 - 2,Liverpool,21/22
3451,19-04-2022,Liverpool,4 - 0,Man United,21/22
3452,24-04-2022,Liverpool,2 - 0,Everton,21/22
3453,30-04-2022,Newcastle,0 - 1,Liverpool,21/22
3454,07-05-2022,Liverpool,1 - 1,Tottenham,21/22
3455,10-05-2022,Aston Villa,1 - 2,Liverpool,21/22
3456,17-05-2022,Southampton,1 - 2,Liverpool,21/22
3457,22-05-2022,Liverpool,3 - 1,Wolves,21/22
3458,15-08-2021,Tottenham,1 - 0,Man City,21/22
3459,21-08-2021,Man City,5 - 0,Norwich,21/22
3460,28-08-2021,Man City,5 - 0,Arsenal,21/22
3461,11-09-2021,Leicester,0 - 1,Man City,21/22
3462,18-09-2021,Man City,0 - 0,Southampton,21/22
3463,25-09-2021,Chelsea,0 - 1,Man City,21/22
3464,03-10-2021,Liverpool,2 - 2,Man City,21/22
3465,16-10-2021,Man City,2 - 0,Burnley,21/22
3466,23-10-2021,Brighton,1 - 4,Man City,21/22
3467,30-10-2021,Man City,0 - 2,Crystal Palace,21/22
3468,06-11-2021,Man United,0 - 2,Man City,21/22
3469,21-11-2021,Man City,3 - 0,Everton,21/22
3470,28-11-2021,Man City,2 - 1,West Ham,21/22
3471,01-12-2021,Aston Villa,1 - 2,Man City,21/22
3472,04-12-2021,Watford,1 - 3,Man City,21/22
3473,11-12-2021,Man City,1 - 0,Wolves,21/22
3474,14-12-2021,Man City,7 - 0,Leeds,21/22
3475,19-12-2021,Newcastle,0 - 4,Man City,21/22
3476,26-12-2021,Man City,6 - 3,Leicester,21/22
3477,29-12-2021,Brentford,0 - 1,Man City,21/22
3478,01-01-2022,Arsenal,1 - 2,Man City,21/22
3479,15-01-2022,Man City,1 - 0,Chelsea,21/22
3480,22-01-2022,Southampton,1 - 1,Man City,21/22
3481,09-02-2022,Man City,2 - 0,Brentford,21/22
3482,12-02-2022,Norwich,0 - 4,Man City,21/22
3483,19-02-2022,Man City,2 - 3,Tottenham,21/22
3484,26-02-2022,Everton,0 - 1,Man City,21/22
3485,06-03-2022,Man City,4 - 1,Man United,21/22
3486,14-03-2022,Crystal Palace,0 - 0,Man City,21/22
3487,02-04-2022,Burnley,0 - 2,Man City,21/22
3488,10-04-2022,Man City,2 - 2,Liverpool,21/22
3489,20-04-2022,Man City,3 - 0,Brighton,21/22
3490,23-04-2022,Man City,5 - 1,Watford,21/22
3491,30-04-2022,Leeds,0 - 4,Man City,21/22
3492,08-05-2022,Man City,5 - 0,Newcastle,21/22
3493,11-05-2022,Wolves,1 - 5,Man City,21/22
3494,15-05-2022,West Ham,2 - 2,Man City,21/22
3495,22-05-2022,Man City,3 - 2,Aston Villa,21/22
3496,14-08-2021,Man United,5 - 1,Leeds,21/22
3497,22-08-2021,Southampton,1 - 1,Man United,21/22
3498,29-08-2021,Wolves,0 - 1,Man United,21/22
3499,11-09-2021,Man United,4 - 1,Newcastle,21/22
3500,19-09-2021,West Ham,1 - 2,Man United,21/22
3501,25-09-2021,Man United,0 - 1,Aston Villa,21/22
3502,02-10-2021,Man United,1 - 1,Everton,21/22
3503,16-10-2021,Leicester,4 - 2,Man United,21/22
3504,24-10-2021,Man United,0 - 5,Liverpool,21/22
3505,30-10-2021,Tottenham,0 - 3,Man United,21/22
3506,06-11-2021,Man United,0 - 2,Man City,21/22
3507,20-11-2021,Watford,4 - 1,Man United,21/22
3508,28-11-2021,Chelsea,1 - 1,Man United,21/22
3509,02-12-2021,Man United,3 - 2,Arsenal,21/22
3510,05-12-2021,Man United,1 - 0,Crystal Palace,21/22
3511,11-12-2021,Norwich,0 - 1,Man United,21/22
3512,27-12-2021,Newcastle,1 - 1,Man United,21/22
3513,30-12-2021,Man United,3 - 1,Burnley,21/22
3514,03-01-2022,Man United,0 - 1,Wolves,21/22
3515,15-01-2022,Aston Villa,2 - 2,Man United,21/22
3516,19-01-2022,Brentford,1 - 3,Man United,21/22
3517,22-01-2022,Man United,1 - 0,West Ham,21/22
3518,08-02-2022,Burnley,1 - 1,Man United,21/22
3519,12-02-2022,Man United,1 - 1,Southampton,21/22
3520,15-02-2022,Man United,2 - 0,Brighton,21/22
3521,20-02-2022,Leeds,2 - 4,Man United,21/22
3522,26-02-2022,Man United,0 - 0,Watford,21/22
3523,06-03-2022,Man City,4 - 1,Man United,21/22
3524,12-03-2022,Man United,3 - 2,Tottenham,21/22
3525,02-04-2022,Man United,1 - 1,Leicester,21/22
3526,09-04-2022,Everton,1 - 0,Man United,21/22
3527,16-04-2022,Man United,3 - 2,Norwich,21/22
3528,19-04-2022,Liverpool,4 - 0,Man United,21/22
3529,23-04-2022,Arsenal,3 - 1,Man United,21/22
3530,28-04-2022,Man United,1 - 1,Chelsea,21/22
3531,02-05-2022,Man United,3 - 0,Brentford,21/22
3532,07-05-2022,Brighton,4 - 0,Man United,21/22
3533,22-05-2022,Crystal Palace,1 - 0,Man United,21/22
3534,15-08-2021,Newcastle,2 - 4,West Ham,21/22
3535,21-08-2021,Aston Villa,2 - 0,Newcastle,21/22
3536,28-08-2021,Newcastle,2 - 2,Southampton,21/22
3537,11-09-2021,Man United,4 - 1,Newcastle,21/22
3538,17-09-2021,Newcastle,1 - 1,Leeds,21/22
3539,25-09-2021,Watford,1 - 1,Newcastle,21/22
3540,02-10-2021,Wolves,2 - 1,Newcastle,21/22
3541,17-10-2021,Newcastle,2 - 3,Tottenham,21/22
3542,23-10-2021,Crystal Palace,1 - 1,Newcastle,21/22
3543,30-10-2021,Newcastle,0 - 3,Chelsea,21/22
3544,06-11-2021,Brighton,1 - 1,Newcastle,21/22
3545,20-11-2021,Newcastle,3 - 3,Brentford,21/22
3546,27-11-2021,Arsenal,2 - 0,Newcastle,21/22
3547,30-11-2021,Newcastle,1 - 1,Norwich,21/22
3548,04-12-2021,Newcastle,1 - 0,Burnley,21/22
3549,12-12-2021,Leicester,4 - 0,Newcastle,21/22
3550,16-12-2021,Liverpool,3 - 1,Newcastle,21/22
3551,19-12-2021,Newcastle,0 - 4,Man City,21/22
3552,27-12-2021,Newcastle,1 - 1,Man United,21/22
3553,15-01-2022,Newcastle,1 - 1,Watford,21/22
3554,22-01-2022,Leeds,0 - 1,Newcastle,21/22
3555,08-02-2022,Newcastle,3 - 1,Everton,21/22
3556,13-02-2022,Newcastle,1 - 0,Aston Villa,21/22
3557,19-02-2022,West Ham,1 - 1,Newcastle,21/22
3558,26-02-2022,Brentford,0 - 2,Newcastle,21/22
3559,05-03-2022,Newcastle,2 - 1,Brighton,21/22
3560,10-03-2022,Southampton,1 - 2,Newcastle,21/22
3561,13-03-2022,Chelsea,1 - 0,Newcastle,21/22
3562,17-03-2022,Everton,1 - 0,Newcastle,21/22
3563,03-04-2022,Tottenham,5 - 1,Newcastle,21/22
3564,08-04-2022,Newcastle,1 - 0,Wolves,21/22
3565,17-04-2022,Newcastle,2 - 1,Leicester,21/22
3566,20-04-2022,Newcastle,1 - 0,Crystal Palace,21/22
3567,23-04-2022,Norwich,0 - 3,Newcastle,21/22
3568,30-04-2022,Newcastle,0 - 1,Liverpool,21/22
3569,08-05-2022,Man City,5 - 0,Newcastle,21/22
3570,16-05-2022,Newcastle,2 - 0,Arsenal,21/22
3571,22-05-2022,Burnley,1 - 2,Newcastle,21/22
3572,14-08-2021,Norwich,0 - 3,Liverpool,21/22
3573,21-08-2021,Man City,5 - 0,Norwich,21/22
3574,28-08-2021,Norwich,1 - 2,Leicester,21/22
3575,11-09-2021,Arsenal,1 - 0,Norwich,21/22
3576,18-09-2021,Norwich,1 - 3,Watford,21/22
3577,25-09-2021,Everton,2 - 0,Norwich,21/22
3578,02-10-2021,Burnley,0 - 0,Norwich,21/22
3579,16-10-2021,Norwich,0 - 0,Brighton,21/22
3580,23-10-2021,Chelsea,7 - 0,Norwich,21/22
3581,31-10-2021,Norwich,1 - 2,Leeds,21/22
3582,06-11-2021,Brentford,1 - 2,Norwich,21/22
3583,20-11-2021,Norwich,2 - 1,Southampton,21/22
3584,27-11-2021,Norwich,0 - 0,Wolves,21/22
3585,30-11-2021,Newcastle,1 - 1,Norwich,21/22
3586,05-12-2021,Tottenham,3 - 0,Norwich,21/22
3587,11-12-2021,Norwich,0 - 1,Man United,21/22
3588,14-12-2021,Norwich,0 - 2,Aston Villa,21/22
3589,26-12-2021,Norwich,0 - 5,Arsenal,21/22
3590,28-12-2021,Crystal Palace,3 - 0,Norwich,21/22
3591,12-01-2022,West Ham,2 - 0,Norwich,21/22
3592,15-01-2022,Norwich,2 - 1,Everton,21/22
3593,21-01-2022,Watford,0 - 3,Norwich,21/22
3594,09-02-2022,Norwich,1 - 1,Crystal Palace,21/22
3595,12-02-2022,Norwich,0 - 4,Man City,21/22
3596,19-02-2022,Liverpool,3 - 1,Norwich,21/22
3597,25-02-2022,Southampton,2 - 0,Norwich,21/22
3598,05-03-2022,Norwich,1 - 3,Brentford,21/22
3599,10-03-2022,Norwich,1 - 3,Chelsea,21/22
3600,13-03-2022,Leeds,2 - 1,Norwich,21/22
3601,02-04-2022,Brighton,0 - 0,Norwich,21/22
3602,10-04-2022,Norwich,2 - 0,Burnley,21/22
3603,16-04-2022,Man United,3 - 2,Norwich,21/22
3604,23-04-2022,Norwich,0 - 3,Newcastle,21/22
3605,30-04-2022,Aston Villa,2 - 0,Norwich,21/22
3606,08-05-2022,Norwich,0 - 4,West Ham,21/22
3607,11-05-2022,Leicester,3 - 0,Norwich,21/22
3608,15-05-2022,Wolves,1 - 1,Norwich,21/22
3609,22-05-2022,Norwich,0 - 5,Tottenham,21/22
3610,14-08-2021,Everton,3 - 1,Southampton,21/22
3611,22-08-2021,Southampton,1 - 1,Man United,21/22
3612,28-08-2021,Newcastle,2 - 2,Southampton,21/22
3613,11-09-2021,Southampton,0 - 0,West Ham,21/22
3614,18-09-2021,Man City,0 - 0,Southampton,21/22
3615,26-09-2021,Southampton,0 - 1,Wolves,21/22
3616,02-10-2021,Chelsea,3 - 1,Southampton,21/22
3617,16-10-2021,Southampton,1 - 0,Leeds,21/22
3618,23-10-2021,Southampton,2 - 2,Burnley,21/22
3619,30-10-2021,Watford,0 - 1,Southampton,21/22
3620,05-11-2021,Southampton,1 - 0,Aston Villa,21/22
3621,20-11-2021,Norwich,2 - 1,Southampton,21/22
3622,27-11-2021,Liverpool,4 - 0,Southampton,21/22
3623,01-12-2021,Southampton,2 - 2,Leicester,21/22
3624,04-12-2021,Southampton,1 - 1,Brighton,21/22
3625,11-12-2021,Arsenal,3 - 0,Southampton,21/22
3626,15-12-2021,Crystal Palace,2 - 2,Southampton,21/22
3627,26-12-2021,West Ham,2 - 3,Southampton,21/22
3628,28-12-2021,Southampton,1 - 1,Tottenham,21/22
3629,11-01-2022,Southampton,4 - 1,Brentford,21/22
3630,15-01-2022,Wolves,3 - 1,Southampton,21/22
3631,22-01-2022,Southampton,1 - 1,Man City,21/22
3632,09-02-2022,Tottenham,2 - 3,Southampton,21/22
3633,12-02-2022,Man United,1 - 1,Southampton,21/22
3634,19-02-2022,Southampton,2 - 0,Everton,21/22
3635,25-02-2022,Southampton,2 - 0,Norwich,21/22
3636,05-03-2022,Aston Villa,4 - 0,Southampton,21/22
3637,10-03-2022,Southampton,1 - 2,Newcastle,21/22
3638,13-03-2022,Southampton,1 - 2,Watford,21/22
3639,02-04-2022,Leeds,1 - 1,Southampton,21/22
3640,09-04-2022,Southampton,0 - 6,Chelsea,21/22
3641,16-04-2022,Southampton,1 - 0,Arsenal,21/22
3642,21-04-2022,Burnley,2 - 0,Southampton,21/22
3643,24-04-2022,Brighton,2 - 2,Southampton,21/22
3644,30-04-2022,Southampton,1 - 2,Crystal Palace,21/22
3645,07-05-2022,Brentford,3 - 0,Southampton,21/22
3646,17-05-2022,Southampton,1 - 2,Liverpool,21/22
3647,22-05-2022,Leicester,4 - 1,Southampton,21/22
3648,15-08-2021,Tottenham,1 - 0,Man City,21/22
3649,22-08-2021,Wolves,0 - 1,Tottenham,21/22
3650,29-08-2021,Tottenham,1 - 0,Watford,21/22
3651,11-09-2021,Crystal Palace,3 - 0,Tottenham,21/22
