,date,home_team,score,away_team,season
2272,22-06-2020,Villarreal,2 - 2,Sevilla,19/20
2273,28-06-2020,Villarreal,2 - 0,Valencia,19/20
2274,01-07-2020,Betis,0 - 2,Villarreal,19/20
2275,05-07-2020,Villarreal,1 - 4,Barcelona,19/20
2276,08-07-2020,Getafe,1 - 3,Villarreal,19/20
2277,13-07-2020,Villarreal,1 - 2,Sociedad,19/20
2278,16-07-2020,Real Madrid,2 - 1,Villarreal,19/20
2279,19-07-2020,Villarreal,4 - 0,Eibar,19/20
2280,13-09-2020,Alaves,0 - 1,Betis,20/21
2281,20-09-2020,Granada,2 - 1,Alaves,20/21
2282,26-09-2020,Alaves,0 - 0,Getafe,20/21
2283,30-09-2020,Villarreal,3 - 1,Alaves,20/21
2284,04-10-2020,Alaves,1 - 0,Ath Bilbao,20/21
2285,18-10-2020,Alaves,0 - 2,Elche,20/21
2286,25-10-2020,Valladolid,0 - 2,Alaves,20/21
2287,31-10-2020,Alaves,1 - 1,Barcelona,20/21
2288,08-11-2020,Levante,1 - 1,Alaves,20/21
2289,22-11-2020,Alaves,2 - 2,Valencia,20/21
2290,28-11-2020,Real Madrid,1 - 2,Alaves,20/21
2291,06-12-2020,Alaves,0 - 0,Sociedad,20/21
2292,12-12-2020,Huesca,1 - 0,Alaves,20/21
2293,20-12-2020,Celta,2 - 0,Alaves,20/21
2294,23-12-2020,Alaves,2 - 1,Eibar,20/21
2295,31-12-2020,Osasuna,1 - 1,Alaves,20/21
2296,03-01-2021,Alaves,1 - 2,Ath Madrid,20/21
2297,10-01-2021,Cadiz,3 - 1,Alaves,20/21
2298,19-01-2021,Alaves,1 - 2,Sevilla,20/21
2299,23-01-2021,Alaves,1 - 4,Real Madrid,20/21
2300,31-01-2021,Getafe,0 - 0,Alaves,20/21
2301,05-02-2021,Alaves,1 - 0,Valladolid,20/21
2302,13-02-2021,Barcelona,5 - 1,Alaves,20/21
2303,21-02-2021,Sociedad,4 - 0,Alaves,20/21
2304,27-02-2021,Alaves,0 - 1,Osasuna,20/21
2305,08-03-2021,Betis,3 - 2,Alaves,20/21
2306,13-03-2021,Alaves,1 - 1,Cadiz,20/21
2307,21-03-2021,Ath Madrid,1 - 0,Alaves,20/21
2308,04-04-2021,Alaves,1 - 3,Celta,20/21
2309,10-04-2021,Ath Bilbao,0 - 0,Alaves,20/21
2310,18-04-2021,Alaves,1 - 0,Huesca,20/21
2311,21-04-2021,Alaves,2 - 1,Villarreal,20/21
2312,24-04-2021,Valencia,1 - 1,Alaves,20/21
2313,01-05-2021,Eibar,3 - 0,Alaves,20/21
2314,08-05-2021,Alaves,2 - 2,Levante,20/21
2315,11-05-2021,Elche,0 - 2,Alaves,20/21
2316,16-05-2021,Alaves,4 - 2,Granada,20/21
2317,23-05-2021,Sevilla,1 - 0,Alaves,20/21
2318,12-09-2020,Granada,2 - 0,Ath Bilbao,20/21
2319,27-09-2020,Eibar,1 - 2,Ath Bilbao,20/21
2320,01-10-2020,Ath Bilbao,0 - 1,Cadiz,20/21
2321,04-10-2020,Alaves,1 - 0,Ath Bilbao,20/21
2322,18-10-2020,Ath Bilbao,2 - 0,Levante,20/21
2323,24-10-2020,Osasuna,1 - 0,Ath Bilbao,20/21
2324,31-10-2020,Ath Bilbao,2 - 1,Sevilla,20/21
2325,08-11-2020,Valladolid,2 - 1,Ath Bilbao,20/21
2326,23-11-2020,Ath Bilbao,4 - 0,Betis,20/21
2327,29-11-2020,Getafe,1 - 1,Ath Bilbao,20/21
2328,04-12-2020,Ath Bilbao,0 - 2,Celta,20/21
2329,12-12-2020,Valencia,2 - 2,Ath Bilbao,20/21
2330,15-12-2020,Real Madrid,3 - 1,Ath Bilbao,20/21
2331,18-12-2020,Ath Bilbao,2 - 0,Huesca,20/21
2332,22-12-2020,Villarreal,1 - 1,Ath Bilbao,20/21
2333,31-12-2020,Ath Bilbao,0 - 1,Sociedad,20/21
2334,03-01-2021,Ath Bilbao,1 - 0,Elche,20/21
2335,06-01-2021,Ath Bilbao,2 - 3,Barcelona,20/21
2336,25-01-2021,Ath Bilbao,5 - 1,Getafe,20/21
2337,31-01-2021,Barcelona,2 - 1,Ath Bilbao,20/21
2338,07-02-2021,Ath Bilbao,1 - 1,Valencia,20/21
2339,15-02-2021,Cadiz,0 - 4,Ath Bilbao,20/21
2340,21-02-2021,Ath Bilbao,1 - 1,Villarreal,20/21
2341,26-02-2021,Levante,1 - 1,Ath Bilbao,20/21
2342,07-03-2021,Ath Bilbao,2 - 1,Granada,20/21
2343,10-03-2021,Ath Madrid,2 - 1,Ath Bilbao,20/21
2344,14-03-2021,Celta,0 - 0,Ath Bilbao,20/21
2345,20-03-2021,Ath Bilbao,1 - 1,Eibar,20/21
2346,07-04-2021,Sociedad,1 - 1,Ath Bilbao,20/21
2347,10-04-2021,Ath Bilbao,0 - 0,Alaves,20/21
2348,21-04-2021,Betis,0 - 0,Ath Bilbao,20/21
2349,25-04-2021,Ath Bilbao,2 - 1,Ath Madrid,20/21
2350,28-04-2021,Ath Bilbao,2 - 2,Valladolid,20/21
2351,03-05-2021,Sevilla,0 - 1,Ath Bilbao,20/21
2352,08-05-2021,Ath Bilbao,2 - 2,Osasuna,20/21
2353,12-05-2021,Huesca,1 - 0,Ath Bilbao,20/21
2354,16-05-2021,Ath Bilbao,0 - 1,Real Madrid,20/21
2355,22-05-2021,Elche,2 - 0,Ath Bilbao,20/21
2356,27-09-2020,Ath Madrid,6 - 1,Granada,20/21
2357,30-09-2020,Huesca,0 - 0,Ath Madrid,20/21
2358,03-10-2020,Ath Madrid,0 - 0,Villarreal,20/21
2359,17-10-2020,Celta,0 - 2,Ath Madrid,20/21
2360,24-10-2020,Ath Madrid,2 - 0,Betis,20/21
2361,31-10-2020,Osasuna,1 - 3,Ath Madrid,20/21
2362,07-11-2020,Ath Madrid,4 - 0,Cadiz,20/21
2363,21-11-2020,Ath Madrid,1 - 0,Barcelona,20/21
2364,28-11-2020,Valencia,0 - 1,Ath Madrid,20/21
2365,05-12-2020,Ath Madrid,2 - 0,Valladolid,20/21
2366,12-12-2020,Real Madrid,2 - 0,Ath Madrid,20/21
2367,19-12-2020,Ath Madrid,3 - 1,Elche,20/21
2368,22-12-2020,Sociedad,0 - 2,Ath Madrid,20/21
2369,30-12-2020,Ath Madrid,1 - 0,Getafe,20/21
2370,03-01-2021,Alaves,1 - 2,Ath Madrid,20/21
2371,12-01-2021,Ath Madrid,2 - 0,Sevilla,20/21
2372,21-01-2021,Eibar,1 - 2,Ath Madrid,20/21
2373,24-01-2021,Ath Madrid,3 - 1,Valencia,20/21
2374,31-01-2021,Cadiz,2 - 4,Ath Madrid,20/21
2375,08-02-2021,Ath Madrid,2 - 2,Celta,20/21
2376,13-02-2021,Granada,1 - 2,Ath Madrid,20/21
2377,17-02-2021,Levante,1 - 1,Ath Madrid,20/21
2378,20-02-2021,Ath Madrid,0 - 2,Levante,20/21
2379,28-02-2021,Villarreal,0 - 2,Ath Madrid,20/21
2380,07-03-2021,Ath Madrid,1 - 1,Real Madrid,20/21
2381,10-03-2021,Ath Madrid,2 - 1,Ath Bilbao,20/21
2382,13-03-2021,Getafe,0 - 0,Ath Madrid,20/21
2383,21-03-2021,Ath Madrid,1 - 0,Alaves,20/21
2384,04-04-2021,Sevilla,1 - 0,Ath Madrid,20/21
2385,11-04-2021,Betis,1 - 1,Ath Madrid,20/21
2386,18-04-2021,Ath Madrid,5 - 0,Eibar,20/21
2387,22-04-2021,Ath Madrid,2 - 0,Huesca,20/21
2388,25-04-2021,Ath Bilbao,2 - 1,Ath Madrid,20/21
2389,01-05-2021,Elche,0 - 1,Ath Madrid,20/21
2390,08-05-2021,Barcelona,0 - 0,Ath Madrid,20/21
2391,12-05-2021,Ath Madrid,2 - 1,Sociedad,20/21
2392,16-05-2021,Ath Madrid,2 - 1,Osasuna,20/21
2393,22-05-2021,Valladolid,1 - 2,Ath Madrid,20/21
2394,27-09-2020,Barcelona,4 - 0,Villarreal,20/21
2395,01-10-2020,Celta,0 - 3,Barcelona,20/21
2396,04-10-2020,Barcelona,1 - 1,Sevilla,20/21
2397,17-10-2020,Getafe,1 - 0,Barcelona,20/21
2398,24-10-2020,Barcelona,1 - 3,Real Madrid,20/21
2399,31-10-2020,Alaves,1 - 1,Barcelona,20/21
2400,07-11-2020,Barcelona,5 - 2,Betis,20/21
2401,21-11-2020,Ath Madrid,1 - 0,Barcelona,20/21
2402,29-11-2020,Barcelona,4 - 0,Osasuna,20/21
2403,05-12-2020,Cadiz,2 - 1,Barcelona,20/21
2404,13-12-2020,Barcelona,1 - 0,Levante,20/21
2405,16-12-2020,Barcelona,2 - 1,Sociedad,20/21
2406,19-12-2020,Barcelona,2 - 2,Valencia,20/21
2407,22-12-2020,Valladolid,0 - 3,Barcelona,20/21
2408,29-12-2020,Barcelona,1 - 1,Eibar,20/21
2409,03-01-2021,Huesca,0 - 1,Barcelona,20/21
2410,06-01-2021,Ath Bilbao,2 - 3,Barcelona,20/21
2411,09-01-2021,Granada,0 - 4,Barcelona,20/21
2412,24-01-2021,Elche,0 - 2,Barcelona,20/21
2413,31-01-2021,Barcelona,2 - 1,Ath Bilbao,20/21
2414,07-02-2021,Betis,2 - 3,Barcelona,20/21
2415,13-02-2021,Barcelona,5 - 1,Alaves,20/21
2416,21-02-2021,Barcelona,1 - 1,Cadiz,20/21
2417,24-02-2021,Barcelona,3 - 0,Elche,20/21
2418,27-02-2021,Sevilla,0 - 2,Barcelona,20/21
2419,06-03-2021,Osasuna,0 - 2,Barcelona,20/21
2420,15-03-2021,Barcelona,4 - 1,Huesca,20/21
2421,21-03-2021,Sociedad,1 - 6,Barcelona,20/21
2422,05-04-2021,Barcelona,1 - 0,Valladolid,20/21
2423,10-04-2021,Real Madrid,2 - 1,Barcelona,20/21
2424,22-04-2021,Barcelona,5 - 2,Getafe,20/21
2425,25-04-2021,Villarreal,1 - 2,Barcelona,20/21
2426,29-04-2021,Barcelona,1 - 2,Granada,20/21
2427,02-05-2021,Valencia,2 - 3,Barcelona,20/21
2428,08-05-2021,Barcelona,0 - 0,Ath Madrid,20/21
2429,11-05-2021,Levante,3 - 3,Barcelona,20/21
2430,16-05-2021,Barcelona,1 - 2,Celta,20/21
2431,22-05-2021,Eibar,0 - 1,Barcelona,20/21
2432,13-09-2020,Alaves,0 - 1,Betis,20/21
2433,20-09-2020,Betis,2 - 0,Valladolid,20/21
2434,26-09-2020,Betis,2 - 3,Real Madrid,20/21
2435,29-09-2020,Getafe,3 - 0,Betis,20/21
2436,03-10-2020,Valencia,0 - 2,Betis,20/21
2437,18-10-2020,Betis,0 - 3,Sociedad,20/21
2438,24-10-2020,Ath Madrid,2 - 0,Betis,20/21
2439,01-11-2020,Betis,3 - 1,Elche,20/21
2440,07-11-2020,Barcelona,5 - 2,Betis,20/21
2441,23-11-2020,Ath Bilbao,4 - 0,Betis,20/21
2442,30-11-2020,Betis,0 - 2,Eibar,20/21
2443,06-12-2020,Osasuna,0 - 2,Betis,20/21
2444,13-12-2020,Betis,1 - 1,Villarreal,20/21
2445,20-12-2020,Granada,2 - 0,Betis,20/21
2446,23-12-2020,Betis,1 - 0,Cadiz,20/21
2447,29-12-2020,Levante,4 - 3,Betis,20/21
2448,02-01-2021,Betis,1 - 1,Sevilla,20/21
2449,11-01-2021,Huesca,0 - 2,Betis,20/21
2450,20-01-2021,Betis,2 - 1,Celta,20/21
2451,23-01-2021,Sociedad,2 - 2,Betis,20/21
2452,01-02-2021,Betis,1 - 0,Osasuna,20/21
2453,07-02-2021,Betis,2 - 3,Barcelona,20/21
2454,14-02-2021,Villarreal,1 - 2,Betis,20/21
2455,19-02-2021,Betis,1 - 0,Getafe,20/21
2456,28-02-2021,Cadiz,0 - 1,Betis,20/21
2457,08-03-2021,Betis,3 - 2,Alaves,20/21
2458,14-03-2021,Sevilla,1 - 0,Betis,20/21
2459,19-03-2021,Betis,2 - 0,Levante,20/21
2460,04-04-2021,Elche,1 - 1,Betis,20/21
2461,11-04-2021,Betis,1 - 1,Ath Madrid,20/21
2462,18-04-2021,Betis,2 - 2,Valencia,20/21
2463,21-04-2021,Betis,0 - 0,Ath Bilbao,20/21
2464,24-04-2021,Real Madrid,0 - 0,Betis,20/21
2465,02-05-2021,Valladolid,1 - 1,Betis,20/21
2466,10-05-2021,Betis,2 - 1,Granada,20/21
2467,13-05-2021,Eibar,1 - 1,Betis,20/21
2468,16-05-2021,Betis,1 - 0,Huesca,20/21
2469,22-05-2021,Celta,2 - 3,Betis,20/21
2470,12-09-2020,Cadiz,0 - 2,Osasuna,20/21
2471,20-09-2020,Huesca,0 - 2,Cadiz,20/21
2472,27-09-2020,Cadiz,1 - 3,Sevilla,20/21
2473,01-10-2020,Ath Bilbao,0 - 1,Cadiz,20/21
2474,04-10-2020,Cadiz,1 - 1,Granada,20/21
2475,17-10-2020,Real Madrid,0 - 1,Cadiz,20/21
2476,25-10-2020,Cadiz,0 - 0,Villarreal,20/21
2477,30-10-2020,Eibar,0 - 2,Cadiz,20/21
2478,07-11-2020,Ath Madrid,4 - 0,Cadiz,20/21
2479,22-11-2020,Cadiz,0 - 1,Sociedad,20/21
2480,28-11-2020,Elche,1 - 1,Cadiz,20/21
2481,05-12-2020,Cadiz,2 - 1,Barcelona,20/21
2482,14-12-2020,Celta,4 - 0,Cadiz,20/21
2483,20-12-2020,Cadiz,0 - 2,Getafe,20/21
2484,23-12-2020,Betis,1 - 0,Cadiz,20/21
2485,29-12-2020,Cadiz,0 - 0,Valladolid,20/21
2486,04-01-2021,Valencia,1 - 1,Cadiz,20/21
2487,10-01-2021,Cadiz,3 - 1,Alaves,20/21
2488,19-01-2021,Cadiz,2 - 2,Levante,20/21
2489,23-01-2021,Sevilla,3 - 0,Cadiz,20/21
2490,31-01-2021,Cadiz,2 - 4,Ath Madrid,20/21
2491,07-02-2021,Sociedad,4 - 1,Cadiz,20/21
2492,15-02-2021,Cadiz,0 - 4,Ath Bilbao,20/21
2493,21-02-2021,Barcelona,1 - 1,Cadiz,20/21
2494,28-02-2021,Cadiz,0 - 1,Betis,20/21
2495,06-03-2021,Cadiz,1 - 0,Eibar,20/21
2496,13-03-2021,Alaves,1 - 1,Cadiz,20/21
2497,21-03-2021,Villarreal,2 - 1,Cadiz,20/21
2498,04-04-2021,Cadiz,2 - 1,Valencia,20/21
2499,10-04-2021,Getafe,0 - 1,Cadiz,20/21
2500,18-04-2021,Cadiz,0 - 0,Celta,20/21
2501,21-04-2021,Cadiz,0 - 3,Real Madrid,20/21
2502,24-04-2021,Valladolid,1 - 1,Cadiz,20/21
2503,02-05-2021,Granada,0 - 1,Cadiz,20/21
2504,08-05-2021,Cadiz,2 - 1,Huesca,20/21
2505,11-05-2021,Osasuna,3 - 2,Cadiz,20/21
2506,16-05-2021,Cadiz,1 - 3,Elche,20/21
2507,21-05-2021,Levante,2 - 2,Cadiz,20/21
2508,12-09-2020,Eibar,0 - 0,Celta,20/21
2509,19-09-2020,Celta,2 - 1,Valencia,20/21
2510,27-09-2020,Valladolid,1 - 1,Celta,20/21
2511,01-10-2020,Celta,0 - 3,Barcelona,20/21
2512,04-10-2020,Osasuna,2 - 0,Celta,20/21
2513,17-10-2020,Celta,0 - 2,Ath Madrid,20/21
2514,26-10-2020,Levante,1 - 1,Celta,20/21
2515,01-11-2020,Celta,1 - 4,Sociedad,20/21
2516,06-11-2020,Elche,1 - 1,Celta,20/21
2517,21-11-2020,Sevilla,4 - 2,Celta,20/21
2518,29-11-2020,Celta,3 - 1,Granada,20/21
2519,04-12-2020,Ath Bilbao,0 - 2,Celta,20/21
2520,14-12-2020,Celta,4 - 0,Cadiz,20/21
2521,20-12-2020,Celta,2 - 0,Alaves,20/21
2522,23-12-2020,Getafe,1 - 1,Celta,20/21
2523,30-12-2020,Celta,2 - 1,Huesca,20/21
2524,02-01-2021,Real Madrid,2 - 0,Celta,20/21
2525,08-01-2021,Celta,0 - 4,Villarreal,20/21
2526,20-01-2021,Betis,2 - 1,Celta,20/21
2527,24-01-2021,Celta,1 - 1,Eibar,20/21
2528,31-01-2021,Granada,0 - 0,Celta,20/21
2529,08-02-2021,Ath Madrid,2 - 2,Celta,20/21
2530,12-02-2021,Celta,3 - 1,Elche,20/21
2531,20-02-2021,Valencia,2 - 0,Celta,20/21
2532,28-02-2021,Celta,1 - 1,Valladolid,20/21
2533,07-03-2021,Huesca,3 - 4,Celta,20/21
2534,14-03-2021,Celta,0 - 0,Ath Bilbao,20/21
2535,20-03-2021,Celta,1 - 3,Real Madrid,20/21
2536,04-04-2021,Alaves,1 - 3,Celta,20/21
2537,12-04-2021,Celta,3 - 4,Sevilla,20/21
2538,18-04-2021,Cadiz,0 - 0,Celta,20/21
2539,22-04-2021,Sociedad,2 - 1,Celta,20/21
2540,25-04-2021,Celta,2 - 1,Osasuna,20/21
2541,30-04-2021,Celta,2 - 0,Levante,20/21
2542,09-05-2021,Villarreal,2 - 4,Celta,20/21
2543,12-05-2021,Celta,1 - 0,Getafe,20/21
2544,16-05-2021,Barcelona,1 - 2,Celta,20/21
2545,22-05-2021,Celta,2 - 3,Betis,20/21
2546,12-09-2020,Eibar,0 - 0,Celta,20/21
2547,19-09-2020,Villarreal,2 - 1,Eibar,20/21
2548,27-09-2020,Eibar,1 - 2,Ath Bilbao,20/21
2549,30-09-2020,Eibar,0 - 1,Elche,20/21
2550,03-10-2020,Valladolid,1 - 2,Eibar,20/21
2551,18-10-2020,Eibar,0 - 0,Osasuna,20/21
2552,24-10-2020,Sevilla,0 - 1,Eibar,20/21
2553,30-10-2020,Eibar,0 - 2,Cadiz,20/21
2554,07-11-2020,Huesca,1 - 1,Eibar,20/21
2555,22-11-2020,Eibar,0 - 0,Getafe,20/21
2556,30-11-2020,Betis,0 - 2,Eibar,20/21
2557,07-12-2020,Eibar,0 - 0,Valencia,20/21
2558,13-12-2020,Sociedad,1 - 1,Eibar,20/21
2559,20-12-2020,Eibar,1 - 3,Real Madrid,20/21
2560,23-12-2020,Alaves,2 - 1,Eibar,20/21
2561,29-12-2020,Barcelona,1 - 1,Eibar,20/21
2562,03-01-2021,Eibar,2 - 0,Granada,20/21
2563,10-01-2021,Levante,2 - 1,Eibar,20/21
2564,21-01-2021,Eibar,1 - 2,Ath Madrid,20/21
2565,24-01-2021,Celta,1 - 1,Eibar,20/21
2566,30-01-2021,Eibar,0 - 2,Sevilla,20/21
2567,07-02-2021,Osasuna,2 - 1,Eibar,20/21
2568,13-02-2021,Eibar,1 - 1,Valladolid,20/21
2569,20-02-2021,Elche,1 - 0,Eibar,20/21
2570,27-02-2021,Eibar,1 - 1,Huesca,20/21
2571,06-03-2021,Cadiz,1 - 0,Eibar,20/21
2572,14-03-2021,Eibar,1 - 3,Villarreal,20/21
2573,20-03-2021,Ath Bilbao,1 - 1,Eibar,20/21
2574,03-04-2021,Real Madrid,2 - 0,Eibar,20/21
2575,10-04-2021,Eibar,0 - 1,Levante,20/21
2576,18-04-2021,Ath Madrid,5 - 0,Eibar,20/21
2577,22-04-2021,Granada,4 - 1,Eibar,20/21
2578,26-04-2021,Eibar,0 - 1,Sociedad,20/21
2579,01-05-2021,Eibar,3 - 0,Alaves,20/21
2580,09-05-2021,Getafe,0 - 1,Eibar,20/21
2581,13-05-2021,Eibar,1 - 1,Betis,20/21
2582,16-05-2021,Valencia,4 - 1,Eibar,20/21
2583,22-05-2021,Eibar,0 - 1,Barcelona,20/21
2584,26-09-2020,Elche,0 - 3,Sociedad,20/21
2585,30-09-2020,Eibar,0 - 1,Elche,20/21
2586,03-10-2020,Elche,0 - 0,Huesca,20/21
2587,18-10-2020,Alaves,0 - 2,Elche,20/21
2588,23-10-2020,Elche,2 - 1,Valencia,20/21
2589,01-11-2020,Betis,3 - 1,Elche,20/21
2590,06-11-2020,Elche,1 - 1,Celta,20/21
2591,21-11-2020,Levante,1 - 1,Elche,20/21
2592,28-11-2020,Elche,1 - 1,Cadiz,20/21
2593,06-12-2020,Villarreal,0 - 0,Elche,20/21
2594,13-12-2020,Elche,0 - 1,Granada,20/21
2595,19-12-2020,Ath Madrid,3 - 1,Elche,20/21
2596,22-12-2020,Elche,2 - 2,Osasuna,20/21
2597,30-12-2020,Elche,1 - 1,Real Madrid,20/21
2598,03-01-2021,Ath Bilbao,1 - 0,Elche,20/21
2599,11-01-2021,Elche,1 - 3,Getafe,20/21
2600,19-01-2021,Valladolid,2 - 2,Elche,20/21
2601,24-01-2021,Elche,0 - 2,Barcelona,20/21
2602,30-01-2021,Valencia,1 - 0,Elche,20/21
2603,06-02-2021,Elche,2 - 2,Villarreal,20/21
2604,12-02-2021,Celta,3 - 1,Elche,20/21
2605,20-02-2021,Elche,1 - 0,Eibar,20/21
2606,24-02-2021,Barcelona,3 - 0,Elche,20/21
2607,28-02-2021,Granada,2 - 1,Elche,20/21
2608,06-03-2021,Elche,2 - 1,Sevilla,20/21
2609,13-03-2021,Real Madrid,2 - 1,Elche,20/21
2610,17-03-2021,Sevilla,2 - 0,Elche,20/21
2611,21-03-2021,Getafe,1 - 1,Elche,20/21
2612,04-04-2021,Elche,1 - 1,Betis,20/21
2613,09-04-2021,Huesca,3 - 1,Elche,20/21
2614,18-04-2021,Osasuna,2 - 0,Elche,20/21
2615,21-04-2021,Elche,1 - 1,Valladolid,20/21
2616,24-04-2021,Elche,1 - 0,Levante,20/21
2617,01-05-2021,Elche,0 - 1,Ath Madrid,20/21
2618,07-05-2021,Sociedad,2 - 0,Elche,20/21
2619,11-05-2021,Elche,0 - 2,Alaves,20/21
2620,16-05-2021,Cadiz,1 - 3,Elche,20/21
2621,22-05-2021,Elche,2 - 0,Ath Bilbao,20/21
2622,19-09-2020,Getafe,1 - 0,Osasuna,20/21
2623,26-09-2020,Alaves,0 - 0,Getafe,20/21
2624,29-09-2020,Getafe,3 - 0,Betis,20/21
2625,03-10-2020,Sociedad,3 - 0,Getafe,20/21
2626,17-10-2020,Getafe,1 - 0,Barcelona,20/21
2627,25-10-2020,Getafe,0 - 1,Granada,20/21
2628,01-11-2020,Valencia,2 - 2,Getafe,20/21
2629,08-11-2020,Getafe,1 - 3,Villarreal,20/21
2630,22-11-2020,Eibar,0 - 0,Getafe,20/21
2631,29-11-2020,Getafe,1 - 1,Ath Bilbao,20/21
2632,05-12-2020,Levante,3 - 0,Getafe,20/21
2633,12-12-2020,Getafe,0 - 1,Sevilla,20/21
2634,20-12-2020,Cadiz,0 - 2,Getafe,20/21
2635,23-12-2020,Getafe,1 - 1,Celta,20/21
2636,30-12-2020,Ath Madrid,1 - 0,Getafe,20/21
2637,02-01-2021,Getafe,0 - 1,Valladolid,20/21
2638,11-01-2021,Elche,1 - 3,Getafe,20/21
2639,20-01-2021,Getafe,1 - 0,Huesca,20/21
2640,25-01-2021,Ath Bilbao,5 - 1,Getafe,20/21
2641,31-01-2021,Getafe,0 - 0,Alaves,20/21
2642,06-02-2021,Sevilla,3 - 0,Getafe,20/21
2643,09-02-2021,Real Madrid,2 - 0,Getafe,20/21
2644,14-02-2021,Getafe,0 - 1,Sociedad,20/21
2645,19-02-2021,Betis,1 - 0,Getafe,20/21
2646,27-02-2021,Getafe,3 - 0,Valencia,20/21
2647,06-03-2021,Valladolid,2 - 1,Getafe,20/21
2648,13-03-2021,Getafe,0 - 0,Ath Madrid,20/21
2649,21-03-2021,Getafe,1 - 1,Elche,20/21
2650,03-04-2021,Osasuna,0 - 0,Getafe,20/21
2651,10-04-2021,Getafe,0 - 1,Cadiz,20/21
2652,18-04-2021,Getafe,0 - 0,Real Madrid,20/21
2653,22-04-2021,Barcelona,5 - 2,Getafe,20/21
2654,25-04-2021,Huesca,0 - 2,Getafe,20/21
2655,02-05-2021,Villarreal,1 - 0,Getafe,20/21
2656,09-05-2021,Getafe,0 - 1,Eibar,20/21
2657,12-05-2021,Celta,1 - 0,Getafe,20/21
2658,16-05-2021,Getafe,2 - 1,Levante,20/21
2659,23-05-2021,Granada,0 - 0,Getafe,20/21
2660,12-09-2020,Granada,2 - 0,Ath Bilbao,20/21
2661,20-09-2020,Granada,2 - 1,Alaves,20/21
2662,27-09-2020,Ath Madrid,6 - 1,Granada,20/21
2663,04-10-2020,Cadiz,1 - 1,Granada,20/21
2664,17-10-2020,Granada,1 - 0,Sevilla,20/21
2665,25-10-2020,Getafe,0 - 1,Granada,20/21
2666,01-11-2020,Granada,1 - 1,Levante,20/21
2667,08-11-2020,Sociedad,2 - 0,Granada,20/21
2668,22-11-2020,Granada,1 - 3,Valladolid,20/21
2669,29-11-2020,Celta,3 - 1,Granada,20/21
2670,06-12-2020,Granada,3 - 3,Huesca,20/21
2671,13-12-2020,Elche,0 - 1,Granada,20/21
2672,20-12-2020,Granada,2 - 0,Betis,20/21
2673,23-12-2020,Real Madrid,2 - 0,Granada,20/21
2674,30-12-2020,Granada,2 - 1,Valencia,20/21
2675,03-01-2021,Eibar,2 - 0,Granada,20/21
2676,09-01-2021,Granada,0 - 4,Barcelona,20/21
2677,12-01-2021,Granada,2 - 0,Osasuna,20/21
2678,20-01-2021,Villarreal,2 - 2,Granada,20/21
2679,24-01-2021,Osasuna,3 - 1,Granada,20/21
2680,31-01-2021,Granada,0 - 0,Celta,20/21
2681,06-02-2021,Levante,2 - 2,Granada,20/21
2682,13-02-2021,Granada,1 - 2,Ath Madrid,20/21
2683,21-02-2021,Huesca,3 - 2,Granada,20/21
2684,28-02-2021,Granada,2 - 1,Elche,20/21
2685,07-03-2021,Ath Bilbao,2 - 1,Granada,20/21
2686,14-03-2021,Granada,1 - 0,Sociedad,20/21
2687,21-03-2021,Valencia,2 - 1,Granada,20/21
2688,03-04-2021,Granada,0 - 3,Villarreal,20/21
2689,11-04-2021,Valladolid,1 - 2,Granada,20/21
2690,22-04-2021,Granada,4 - 1,Eibar,20/21
2691,25-04-2021,Sevilla,2 - 1,Granada,20/21
2692,29-04-2021,Barcelona,1 - 2,Granada,20/21
2693,02-05-2021,Granada,0 - 1,Cadiz,20/21
2694,10-05-2021,Betis,2 - 1,Granada,20/21
2695,13-05-2021,Granada,1 - 4,Real Madrid,20/21
2696,16-05-2021,Alaves,4 - 2,Granada,20/21
2697,23-05-2021,Granada,0 - 0,Getafe,20/21
2698,13-09-2020,Villarreal,1 - 1,Huesca,20/21
2699,20-09-2020,Huesca,0 - 2,Cadiz,20/21
2700,26-09-2020,Valencia,1 - 1,Huesca,20/21
2701,30-09-2020,Huesca,0 - 0,Ath Madrid,20/21
2702,03-10-2020,Elche,0 - 0,Huesca,20/21
2703,18-10-2020,Huesca,2 - 2,Valladolid,20/21
2704,25-10-2020,Sociedad,4 - 1,Huesca,20/21
2705,31-10-2020,Real Madrid,4 - 1,Huesca,20/21
2706,07-11-2020,Huesca,1 - 1,Eibar,20/21
2707,20-11-2020,Osasuna,1 - 1,Huesca,20/21
2708,28-11-2020,Huesca,0 - 1,Sevilla,20/21
2709,06-12-2020,Granada,3 - 3,Huesca,20/21
2710,12-12-2020,Huesca,1 - 0,Alaves,20/21
2711,18-12-2020,Ath Bilbao,2 - 0,Huesca,20/21
2712,22-12-2020,Huesca,1 - 1,Levante,20/21
2713,30-12-2020,Celta,2 - 1,Huesca,20/21
2714,03-01-2021,Huesca,0 - 1,Barcelona,20/21
2715,11-01-2021,Huesca,0 - 2,Betis,20/21
2716,20-01-2021,Getafe,1 - 0,Huesca,20/21
2717,23-01-2021,Huesca,0 - 0,Villarreal,20/21
2718,29-01-2021,Valladolid,1 - 3,Huesca,20/21
2719,06-02-2021,Huesca,1 - 2,Real Madrid,20/21
2720,13-02-2021,Sevilla,1 - 0,Huesca,20/21
2721,21-02-2021,Huesca,3 - 2,Granada,20/21
2722,27-02-2021,Eibar,1 - 1,Huesca,20/21
